,showID,questionID,questionNumber,category,question,questionTime,answerOption,answerText,isCorrect,count,answerTime
19,5091813,38304,7,Educational,"By definition, which of these words can refer to a college graduation ceremony?",1:08:42 PM,B,Matriculation,FALSE,19522,1:09:06 PM
20,5091813,38304,7,Educational,"By definition, which of these words can refer to a college graduation ceremony?",1:08:42 PM,C,Initiation,FALSE,6475,1:09:06 PM
21,5091813,38309,8,Sports,Which of these baseball pitches puts the least spin on the ball?,1:09:20 PM,A,Curveball,FALSE,19501,1:09:45 PM
22,5091813,38309,8,Sports,Which of these baseball pitches puts the least spin on the ball?,1:09:20 PM,B,Fastball,FALSE,137906,1:09:45 PM
23,5091813,38309,8,Sports,Which of these baseball pitches puts the least spin on the ball?,1:09:20 PM,C,Knuckleball,TRUE,175544,1:09:45 PM
24,5091813,38310,9,Entertainment,The name of Shakespeare's only son is one letter off from the title of what play?,1:10:03 PM,A,Macbeth,FALSE,23642,1:10:33 PM
25,5091813,38310,9,Entertainment,The name of Shakespeare's only son is one letter off from the title of what play?,1:10:03 PM,B,Othello,FALSE,73777,1:10:33 PM
26,5091813,38310,9,Entertainment,The name of Shakespeare's only son is one letter off from the title of what play?,1:10:03 PM,C,Hamlet,TRUE,76125,1:10:33 PM
27,5091813,38305,10,Educational,"Which of these terms comes from a French phrase that means ""come help me""?",1:10:48 PM,A,Ahoy,FALSE,5704,1:11:18 PM
28,5091813,38305,10,Educational,"Which of these terms comes from a French phrase that means ""come help me""?",1:10:48 PM,B,Mayday,TRUE,50854,1:11:18 PM
29,5091813,38305,10,Educational,"Which of these terms comes from a French phrase that means ""come help me""?",1:10:48 PM,C,SOS,FALSE,23035,1:11:18 PM
30,5091813,38311,11,Entertainment,Which of these celebrities does NOT go by his middle name?,1:11:33 PM,A,Bruce Willis,FALSE,14666,1:11:58 PM
31,5091813,38311,11,Entertainment,Which of these celebrities does NOT go by his middle name?,1:11:33 PM,B,Ashton Kutcher,FALSE,14272,1:11:58 PM
32,5091813,38311,11,Entertainment,Which of these celebrities does NOT go by his middle name?,1:11:33 PM,C,Justin Timberlake,TRUE,22025,1:11:58 PM
33,5091813,38312,12,History,"Of these three states, which has been the birthplace of the most US presidents?",1:12:38 PM,A,Illinois,FALSE,12871,1:13:20 PM
34,5091813,38312,12,History,"Of these three states, which has been the birthplace of the most US presidents?",1:12:38 PM,B,Vermont,TRUE,7518,1:13:20 PM
35,5091813,38312,12,History,"Of these three states, which has been the birthplace of the most US presidents?",1:12:38 PM,C,Georgia,FALSE,3326,1:13:20 PM
36,5091819,38313,1,Movies,"What wise creature once said, ""Do, or do not. There is no try""?",7:03:27 PM,A,Abraham Lincoln,FALSE,145274,7:03:47 PM
37,5091819,38313,1,Movies,"What wise creature once said, ""Do, or do not. There is no try""?",7:03:27 PM,B,Yoda,TRUE,646336,7:03:47 PM
38,5091819,38313,1,Movies,"What wise creature once said, ""Do, or do not. There is no try""?",7:03:27 PM,C,Margaret Thatcher,FALSE,40636,7:03:47 PM
39,5091819,38320,2,Educational,The Norse god Thor is famous for wielding what kind of weapon?,7:04:06 PM,A,Hammer,TRUE,628306,7:04:25 PM
40,5091819,38320,2,Educational,The Norse god Thor is famous for wielding what kind of weapon?,7:04:06 PM,B,Nunchucks,FALSE,9808,7:04:25 PM
41,5091819,38320,2,Educational,The Norse god Thor is famous for wielding what kind of weapon?,7:04:06 PM,C,Cattle prod,FALSE,4398,7:04:25 PM
42,5091819,38314,3,Educational,"An item that is not quite good enough is often said to ""not cut the"" what?",7:04:40 PM,A,Mustard,TRUE,487704,7:04:58 PM
43,5091819,38314,3,Educational,"An item that is not quite good enough is often said to ""not cut the"" what?",7:04:40 PM,B,Ketchup,FALSE,73822,7:04:58 PM
44,5091819,38314,3,Educational,"An item that is not quite good enough is often said to ""not cut the"" what?",7:04:40 PM,C,Mayonnaise,FALSE,48248,7:04:58 PM
45,5091819,38315,4,Educational,"The French word ""encore"" literally translates to what?",7:05:14 PM,A,Again,TRUE,468973,7:05:35 PM
46,5091819,38315,4,Educational,"The French word ""encore"" literally translates to what?",7:05:14 PM,B,No more,FALSE,5935,7:05:35 PM
47,5091819,38315,4,Educational,"The French word ""encore"" literally translates to what?",7:05:14 PM,C,Music please,FALSE,11327,7:05:35 PM
48,5091819,38316,5,Food & Drink,"In mock apple pie recipes, what is traditionally used as a substitute ingredient for apples?",7:05:52 PM,A,Lima beans,FALSE,155289,7:06:14 PM
49,5091819,38316,5,Food & Drink,"In mock apple pie recipes, what is traditionally used as a substitute ingredient for apples?",7:05:52 PM,B,Buttery crackers,TRUE,220599,7:06:14 PM
50,5091819,38316,5,Food & Drink,"In mock apple pie recipes, what is traditionally used as a substitute ingredient for apples?",7:05:52 PM,C,Blue cheese,FALSE,52901,7:06:14 PM
51,5091819,38317,6,Movies,"Whose concert do the Ninja Turtles attend in the film ""The Secret of the Ooze""?",7:06:28 PM,A,Will Smith,FALSE,19599,7:06:53 PM
52,5091819,38317,6,Movies,"Whose concert do the Ninja Turtles attend in the film ""The Secret of the Ooze""?",7:06:28 PM,B,Vanilla Ice,TRUE,114839,7:06:53 PM
53,5091819,38317,6,Movies,"Whose concert do the Ninja Turtles attend in the film ""The Secret of the Ooze""?",7:06:28 PM,C,MC Hammer,FALSE,84368,7:06:53 PM
54,5091819,38321,7,Literature ,JK Rowling has also written books under what first name?,7:07:14 PM,A,Joanna,FALSE,43287,7:07:33 PM
55,5091819,38321,7,Literature ,JK Rowling has also written books under what first name?,7:07:14 PM,B,Kasey,FALSE,19409,7:07:33 PM
56,5091819,38321,7,Literature ,JK Rowling has also written books under what first name?,7:07:14 PM,C,Robert,TRUE,52185,7:07:33 PM
57,5091819,38322,8,Science ,"On average, people blink least frequently at what stage of life?",7:07:54 PM,A,Adulthood,FALSE,9939,7:08:13 PM
58,5091819,38322,8,Science ,"On average, people blink least frequently at what stage of life?",7:07:54 PM,B,Infancy,TRUE,36857,7:08:13 PM
59,5091819,38322,8,Science ,"On average, people blink least frequently at what stage of life?",7:07:54 PM,C,Adolescence,FALSE,5651,7:08:13 PM
60,5091819,38318,9,History,In which European country did Kim Jong-un attend boarding school?,7:08:31 PM,A,Monaco,FALSE,7384,7:08:55 PM
61,5091819,38318,9,History,In which European country did Kim Jong-un attend boarding school?,7:08:31 PM,B,England,FALSE,6056,7:08:55 PM
62,5091819,38318,9,History,In which European country did Kim Jong-un attend boarding school?,7:08:31 PM,C,Switzerland,TRUE,23671,7:08:55 PM
63,5091819,38319,10,Entertainment,Who wrote the most Tony Award-winning musical of all time?,7:09:13 PM,A,Elton John & Tim Rice,FALSE,8398,7:09:36 PM
64,5091819,38319,10,Entertainment,Who wrote the most Tony Award-winning musical of all time?,7:09:13 PM,B,Mel Brooks,TRUE,6840,7:09:36 PM
65,5091819,38319,10,Entertainment,Who wrote the most Tony Award-winning musical of all time?,7:09:13 PM,C,Lin-Manuel Miranda,FALSE,8270,7:09:36 PM
66,5091819,38323,11,Geography,Which country does NOT contain land that was once a part of the Ottoman Empire?,7:10:01 PM,A,Belarus,TRUE,3258,7:10:21 PM
67,5091819,38323,11,Geography,Which country does NOT contain land that was once a part of the Ottoman Empire?,7:10:01 PM,B,Egypt,FALSE,2264,7:10:21 PM
68,5091819,38323,11,Geography,Which country does NOT contain land that was once a part of the Ottoman Empire?,7:10:01 PM,C,Greece,FALSE,1668,7:10:21 PM
69,5091819,38324,12,Science ,Which of these inner planets is typically hotter than the others?,7:10:46 PM,A,Mars,FALSE,251,7:11:14 PM
70,5091819,38324,12,Science ,Which of these inner planets is typically hotter than the others?,7:10:46 PM,B,Mercury,FALSE,1507,7:11:14 PM
71,5091819,38324,12,Science ,Which of these inner planets is typically hotter than the others?,7:10:46 PM,C,Venus,TRUE,1599,7:11:14 PM
72,5101813,38106,1,Literature ,"According to a classic fairy tale, who ran afoul of the Three Bears?",1:04:06 PM,A,Arnold Schwarzenegger,FALSE,8728,1:04:30 PM
73,5101813,38106,1,Literature ,"According to a classic fairy tale, who ran afoul of the Three Bears?",1:04:06 PM,B,Goldilocks,TRUE,638366,1:04:30 PM
74,5101813,38106,1,Literature ,"According to a classic fairy tale, who ran afoul of the Three Bears?",1:04:06 PM,C,Usain Bolt,FALSE,4335,1:04:30 PM
75,5101813,38107,2,Food & Drink,In which of these places are you most likely to find croutons?,1:04:43 PM,A,Babylonian bazaar,FALSE,6360,1:05:01 PM
76,5101813,38107,2,Food & Drink,In which of these places are you most likely to find croutons?,1:04:43 PM,B,Salad bar,TRUE,621084,1:05:01 PM
77,5101813,38107,2,Food & Drink,In which of these places are you most likely to find croutons?,1:04:43 PM,C,Cattle car,FALSE,2968,1:05:01 PM
78,5101813,38110,3,History,What do the 13 stripes on the American flag represent?,1:05:12 PM,A,First 13 states,TRUE,549420,1:05:38 PM
79,5101813,38110,3,History,What do the 13 stripes on the American flag represent?,1:05:12 PM,B,Founding fathers,FALSE,51110,1:05:38 PM
80,5101813,38110,3,History,What do the 13 stripes on the American flag represent?,1:05:12 PM,C,Year of US independence,FALSE,10172,1:05:38 PM
81,5101813,38108,4,Educational,Which of these aquatic terms is a palindrome?,1:05:52 PM,A,Sonar,FALSE,127731,1:06:21 PM
82,5101813,38108,4,Educational,Which of these aquatic terms is a palindrome?,1:05:52 PM,B,Kayak,TRUE,367480,1:06:21 PM
83,5101813,38108,4,Educational,Which of these aquatic terms is a palindrome?,1:05:52 PM,C,Tugboat,FALSE,46538,1:06:21 PM
84,5101813,38109,5,Educational,"If an integer is a multiple of five, its last digit has to be either five or what?",1:06:40 PM,A,Zero,TRUE,344177,1:07:03 PM
85,5101813,38109,5,Educational,"If an integer is a multiple of five, its last digit has to be either five or what?",1:06:40 PM,B,Three,FALSE,14650,1:07:03 PM
86,5101813,38109,5,Educational,"If an integer is a multiple of five, its last digit has to be either five or what?",1:06:40 PM,C,Six,FALSE,3895,1:07:03 PM
87,5101813,38112,6,Movies,Which of these classic movie trilogies had three different directors?,1:07:21 PM,A,Back to the Future,FALSE,105669,1:07:48 PM
88,5101813,38112,6,Movies,Which of these classic movie trilogies had three different directors?,1:07:21 PM,B,Star Wars IV-VI,TRUE,126719,1:07:48 PM
89,5101813,38112,6,Movies,Which of these classic movie trilogies had three different directors?,1:07:21 PM,C,The Godfather,FALSE,99258,1:07:48 PM
90,5101813,38113,7,Business,Which of these professionals would most commonly use the term ligature?,1:08:09 PM,A,Chef,FALSE,19788,1:08:32 PM
91,5101813,38113,7,Business,Which of these professionals would most commonly use the term ligature?,1:08:09 PM,B,Typographer,TRUE,79852,1:08:32 PM
92,5101813,38113,7,Business,Which of these professionals would most commonly use the term ligature?,1:08:09 PM,C,Firefighter,FALSE,28244,1:08:32 PM
93,5101813,38111,8,Music,Which of these musical clefs is NOT commonly used?,1:08:48 PM,A,E clef,TRUE,32709,1:09:19 PM
94,5101813,38111,8,Music,Which of these musical clefs is NOT commonly used?,1:08:48 PM,B,F clef,FALSE,30008,1:09:19 PM
95,5101813,38111,8,Music,Which of these musical clefs is NOT commonly used?,1:08:48 PM,C,G clef,FALSE,17003,1:09:19 PM
96,5101813,38115,9,Sports,Which sports league's commissioner has a last name found on the periodic table?,1:09:36 PM,A,NBA,TRUE,14211,1:10:04 PM
97,5101813,38115,9,Sports,Which sports league's commissioner has a last name found on the periodic table?,1:09:36 PM,B,NFL,FALSE,5944,1:10:04 PM
98,5101813,38115,9,Sports,Which sports league's commissioner has a last name found on the periodic table?,1:09:36 PM,C,NHL,FALSE,12872,1:10:04 PM
99,5101813,38116,10,History,"During the English Civil War, how did James II reportedly escape St. James's Palace?",1:10:18 PM,A,Crawled through sewers,FALSE,2985,1:10:41 PM
100,5101813,38116,10,History,"During the English Civil War, how did James II reportedly escape St. James's Palace?",1:10:18 PM,B,Hid in a crate,FALSE,1826,1:10:41 PM
101,5101813,38116,10,History,"During the English Civil War, how did James II reportedly escape St. James's Palace?",1:10:18 PM,C,Disguised as a woman,TRUE,9492,1:10:41 PM
102,5101813,38114,11,Music,"Members of the band behind ""Dancing Queen"" also co-wrote what '80s musical?",1:11:01 PM,A,Chess,TRUE,1689,1:11:30 PM
103,5101813,38114,11,Music,"Members of the band behind ""Dancing Queen"" also co-wrote what '80s musical?",1:11:01 PM,B,Starlight Express,FALSE,5756,1:11:30 PM
104,5101813,38114,11,Music,"Members of the band behind ""Dancing Queen"" also co-wrote what '80s musical?",1:11:01 PM,C,Into the Woods,FALSE,2124,1:11:30 PM
105,5101813,38117,12,Science ,The only person to win two solo Nobel Prizes won them in what fields?,1:12:18 PM,A,Chemistry / Peace,TRUE,608,1:12:55 PM
106,5101813,38117,12,Science ,The only person to win two solo Nobel Prizes won them in what fields?,1:12:18 PM,B,Chemistry / Physics,FALSE,985,1:12:55 PM
107,5101813,38117,12,Science ,The only person to win two solo Nobel Prizes won them in what fields?,1:12:18 PM,C,Chemistry / Chemistry,FALSE,338,1:12:55 PM
108,5101819,38421,1,Food & Drink,Which of these would nutritionists most likely recommend as a healthy snack?,7:05:11 PM,A,Big bag of sugar,FALSE,3778,7:05:31 PM
109,5101819,38421,1,Food & Drink,Which of these would nutritionists most likely recommend as a healthy snack?,7:05:11 PM,B,Fresh fruit,TRUE,916993,7:05:31 PM
110,5101819,38421,1,Food & Drink,Which of these would nutritionists most likely recommend as a healthy snack?,7:05:11 PM,C,Gallon of gravy,FALSE,1802,7:05:31 PM
111,5101819,38423,2,Nature,Which of these animals typically pollinates flowers?,7:05:43 PM,A,Flying squirrels,FALSE,1709,7:06:03 PM
112,5101819,38423,2,Nature,Which of these animals typically pollinates flowers?,7:05:43 PM,B,Honeybees,TRUE,907490,7:06:03 PM
113,5101819,38423,2,Nature,Which of these animals typically pollinates flowers?,7:05:43 PM,C,Sand sharks,FALSE,837,7:06:03 PM
114,5101819,38422,3,Educational,"According to an old saying, ""time and tide"" do what?",7:06:16 PM,A,Wait for no man,TRUE,860822,7:06:39 PM
115,5101819,38422,3,Educational,"According to an old saying, ""time and tide"" do what?",7:06:16 PM,B,Bake in a pan,FALSE,27808,7:06:39 PM
116,5101819,38422,3,Educational,"According to an old saying, ""time and tide"" do what?",7:06:16 PM,C,Hate raisin bran,FALSE,6612,7:06:39 PM
117,5101819,38429,4,TV,"What did the ""M"" in the TV channel MTV originally stand for?",7:06:49 PM,A,Mirth,FALSE,2332,7:07:13 PM
118,5101819,38429,4,TV,"What did the ""M"" in the TV channel MTV originally stand for?",7:06:49 PM,B,Music,TRUE,841336,7:07:13 PM
119,5101819,38429,4,TV,"What did the ""M"" in the TV channel MTV originally stand for?",7:06:49 PM,C,Mayhem,FALSE,12928,7:07:13 PM
120,5101819,38424,5,Science ,Which of these is a classic component of the scientific method?,7:07:27 PM,A,Voting on results,FALSE,5783,7:07:56 PM
121,5101819,38424,5,Science ,Which of these is a classic component of the scientific method?,7:07:27 PM,B,Testing hypotheses,TRUE,825922,7:07:56 PM
122,5101819,38424,5,Science ,Which of these is a classic component of the scientific method?,7:07:27 PM,C,Cherry-picking data,FALSE,4300,7:07:56 PM
123,5101819,38431,6,Geography,What is the capital of Turkey?,7:08:09 PM,A,Iznik,FALSE,27447,7:08:38 PM
124,5101819,38431,6,Geography,What is the capital of Turkey?,7:08:09 PM,B,Ankara,TRUE,211344,7:08:38 PM
125,5101819,38431,6,Geography,What is the capital of Turkey?,7:08:09 PM,C,Istanbul,FALSE,582689,7:08:38 PM
126,5101819,38427,7,Games,"In the board game Othello, also known as Reversi, what pieces may NOT be flipped?",7:09:05 PM,A,Edge pieces,FALSE,47270,7:09:32 PM
127,5101819,38427,7,Games,"In the board game Othello, also known as Reversi, what pieces may NOT be flipped?",7:09:05 PM,B,Center pieces,FALSE,56721,7:09:32 PM
128,5101819,38427,7,Games,"In the board game Othello, also known as Reversi, what pieces may NOT be flipped?",7:09:05 PM,C,Corner pieces,TRUE,106664,7:09:32 PM
129,5101819,38432,8,Nature,Earth's tallest known living tree is located closest to which of these cities?,7:09:46 PM,A,Kathmandu,FALSE,15059,7:10:10 PM
130,5101819,38432,8,Nature,Earth's tallest known living tree is located closest to which of these cities?,7:09:46 PM,B,Rio de Janeiro,FALSE,13608,7:10:10 PM
131,5101819,38432,8,Nature,Earth's tallest known living tree is located closest to which of these cities?,7:09:46 PM,C,Sacramento,TRUE,78986,7:10:10 PM
132,5101819,38435,9,Entertainment,Which of these is a song in the longest-running show in Broadway history?,7:10:24 PM,A,Endless Night,FALSE,17940,7:10:48 PM
133,5101819,38435,9,Entertainment,Which of these is a song in the longest-running show in Broadway history?,7:10:24 PM,B,Music of the Night,TRUE,47396,7:10:48 PM
134,5101819,38435,9,Entertainment,Which of these is a song in the longest-running show in Broadway history?,7:10:24 PM,C,Chicago After Midnight,FALSE,13185,7:10:48 PM
135,5101819,38426,10,History,Which of these figures from the American West did NOT work as a sheriff?,7:11:02 PM,A,Butch Cassidy,TRUE,27437,7:11:31 PM
136,5101819,38426,10,History,Which of these figures from the American West did NOT work as a sheriff?,7:11:02 PM,B,Wild Bill Hickok,FALSE,10111,7:11:31 PM
137,5101819,38426,10,History,Which of these figures from the American West did NOT work as a sheriff?,7:11:02 PM,C,Bat Masterson,FALSE,9574,7:11:31 PM
138,5101819,38436,11,Educational,"According to mathematical terminology, what ""shape"" is the number 28?",7:11:48 PM,A,Octagonal,FALSE,14000,7:12:10 PM
139,5101819,38436,11,Educational,"According to mathematical terminology, what ""shape"" is the number 28?",7:11:48 PM,B,Square,FALSE,6968,7:12:10 PM
140,5101819,38436,11,Educational,"According to mathematical terminology, what ""shape"" is the number 28?",7:11:48 PM,C,Triangular,TRUE,6017,7:12:10 PM
141,5101819,38437,12,Educational,Which of these is both a current world leader and a diacritical mark?,7:12:53 PM,A,Cedilla,FALSE,866,7:13:29 PM
142,5101819,38437,12,Educational,Which of these is both a current world leader and a diacritical mark?,7:12:53 PM,B,Modi,FALSE,1863,7:13:29 PM
143,5101819,38437,12,Educational,Which of these is both a current world leader and a diacritical mark?,7:12:53 PM,C,Macron,TRUE,3892,7:13:29 PM
144,5111813,38441,1,History,"In the early 20th century, many immigrants to the US passed through what island?",1:04:06 PM,A,Treasure Island,FALSE,38439,1:04:30 PM
145,5111813,38441,1,History,"In the early 20th century, many immigrants to the US passed through what island?",1:04:06 PM,B,Ellis Island,TRUE,470597,1:04:30 PM
146,5111813,38441,1,History,"In the early 20th century, many immigrants to the US passed through what island?",1:04:06 PM,C,Fantasy Island,FALSE,4443,1:04:30 PM
147,5111813,38443,2,Sports,Which of these is the name of an NFL team?,1:05:02 PM,A,Detroit Dwaynes,FALSE,11109,1:05:23 PM
148,5111813,38443,2,Sports,Which of these is the name of an NFL team?,1:05:02 PM,B,Buffalo Bills,TRUE,444437,1:05:23 PM
149,5111813,38443,2,Sports,Which of these is the name of an NFL team?,1:05:02 PM,C,Philadelphia Freds,FALSE,7944,1:05:23 PM
150,5111813,38449,3,Food & Drink,"When Neil Armstrong landed on the moon, what did he famously say he took?",1:05:37 PM,A,An epic jump,FALSE,6667,1:05:58 PM
151,5111813,38449,3,Food & Drink,"When Neil Armstrong landed on the moon, what did he famously say he took?",1:05:37 PM,B,One small step,TRUE,431880,1:05:58 PM
152,5111813,38449,3,Food & Drink,"When Neil Armstrong landed on the moon, what did he famously say he took?",1:05:37 PM,C,A high flip,FALSE,1496,1:05:58 PM
153,5111813,38446,4,Food & Drink,What food is thought to get its name from resembling a dachshund?,1:06:11 PM,A,Bagel,FALSE,17695,1:06:30 PM
154,5111813,38446,4,Food & Drink,What food is thought to get its name from resembling a dachshund?,1:06:11 PM,B,Couscous,FALSE,7166,1:06:30 PM
155,5111813,38446,4,Food & Drink,What food is thought to get its name from resembling a dachshund?,1:06:11 PM,C,Hot dog,TRUE,403199,1:06:30 PM
156,5111813,38450,5,Science ,"According to astronomers, which comet will reappear this century?",1:06:43 PM,A,Comet Hale-Bopp,FALSE,29991,1:07:07 PM
157,5111813,38450,5,Science ,"According to astronomers, which comet will reappear this century?",1:06:43 PM,B,Halley's Comet,TRUE,347035,1:07:07 PM
158,5111813,38450,5,Science ,"According to astronomers, which comet will reappear this century?",1:06:43 PM,C,Caesar's Comet,FALSE,20932,1:07:07 PM
159,5111813,38448,6,TV,Jennifer Lopez first regularly appeared on what TV show?,1:07:22 PM,A,In Living Color,TRUE,241471,1:07:46 PM
160,5111813,38448,6,TV,Jennifer Lopez first regularly appeared on what TV show?,1:07:22 PM,B,Shades of Blue,FALSE,54524,1:07:46 PM
161,5111813,38448,6,TV,Jennifer Lopez first regularly appeared on what TV show?,1:07:22 PM,C,Baywatch,FALSE,47912,1:07:46 PM
162,5111813,38454,7,Educational,"If a British person says they're ""sending you to Coventry,"" what are they most likely about to give you?",1:08:01 PM,A,Silent treatment,TRUE,174605,1:08:24 PM
163,5111813,38454,7,Educational,"If a British person says they're ""sending you to Coventry,"" what are they most likely about to give you?",1:08:01 PM,B,New task at work,FALSE,37519,1:08:24 PM
164,5111813,38454,7,Educational,"If a British person says they're ""sending you to Coventry,"" what are they most likely about to give you?",1:08:01 PM,C,Anonymous gift,FALSE,20471,1:08:24 PM
165,5111813,38455,8,Educational,Which of these slang military phrases is used to express appreciation?,1:08:35 PM,A,Tango Yankee,TRUE,88722,1:08:57 PM
166,5111813,38455,8,Educational,Which of these slang military phrases is used to express appreciation?,1:08:35 PM,B,Whiskey Charlie,FALSE,73741,1:08:57 PM
167,5111813,38455,8,Educational,Which of these slang military phrases is used to express appreciation?,1:08:35 PM,C,Sierra Hotel,FALSE,10058,1:08:57 PM
168,5111813,38456,9,Educational,Which of these countries' flags does NOT feature a large circle?,1:09:11 PM,A,Laos,FALSE,21999,1:09:37 PM
169,5111813,38456,9,Educational,Which of these countries' flags does NOT feature a large circle?,1:09:11 PM,B,Brazil,FALSE,16930,1:09:37 PM
170,5111813,38456,9,Educational,Which of these countries' flags does NOT feature a large circle?,1:09:11 PM,C,Croatia,TRUE,50069,1:09:37 PM
171,5111813,38451,10,Music,Which of these bands has a lead singer who is literally named Savage?,1:09:54 PM,A,My Morning Jacket,FALSE,14602,1:10:23 PM
172,5111813,38451,10,Music,Which of these bands has a lead singer who is literally named Savage?,1:09:54 PM,B,Arcade Fire,FALSE,25802,1:10:23 PM
173,5111813,38451,10,Music,Which of these bands has a lead singer who is literally named Savage?,1:09:54 PM,C,Parquet Courts,TRUE,9369,1:10:23 PM
174,5111813,38452,11,Business,"In the '90s, a group of out-of-work pilots from Eastern Airlines formed a new airline named after a what?",1:10:48 PM,A,Tropical storm,FALSE,2171,1:11:10 PM
175,5111813,38452,11,Business,"In the '90s, a group of out-of-work pilots from Eastern Airlines formed a new airline named after a what?",1:10:48 PM,B,Flightless bird,TRUE,4533,1:11:10 PM
176,5111813,38452,11,Business,"In the '90s, a group of out-of-work pilots from Eastern Airlines formed a new airline named after a what?",1:10:48 PM,C,Mythical creature,FALSE,3408,1:11:10 PM
177,5111813,38453,12,Movies,"Who was NOT involved in the production of Michael Jackson's film ""Captain EO""?",1:11:45 PM,A,George Lucas,FALSE,1521,1:12:26 PM
178,5111813,38453,12,Movies,"Who was NOT involved in the production of Michael Jackson's film ""Captain EO""?",1:11:45 PM,B,Steven Spielberg,TRUE,1432,1:12:26 PM
179,5111813,38453,12,Movies,"Who was NOT involved in the production of Michael Jackson's film ""Captain EO""?",1:11:45 PM,C,Francis Ford Coppola,FALSE,1838,1:12:26 PM
180,5111819,39210,1,Nature,Where does rain naturally fall from?,7:04:41 PM,A,Clouds,TRUE,807669,7:05:02 PM
181,5111819,39210,1,Nature,Where does rain naturally fall from?,7:04:41 PM,B,Rainbow trout,FALSE,2085,7:05:02 PM
182,5111819,39210,1,Nature,Where does rain naturally fall from?,7:04:41 PM,C,Raindeer hooves,FALSE,650,7:05:02 PM
183,5111819,39209,2,Nature,Ducks are known for making which of these sounds?,7:05:18 PM,A,Quadrillion,FALSE,823,7:05:37 PM
184,5111819,39209,2,Nature,Ducks are known for making which of these sounds?,7:05:18 PM,B,Quavo,FALSE,1680,7:05:37 PM
185,5111819,39209,2,Nature,Ducks are known for making which of these sounds?,7:05:18 PM,C,Quack,TRUE,798549,7:05:37 PM
186,5111819,39211,3,Educational,American football games typically take place in a structure called what?,7:06:08 PM,A,Stadium,TRUE,787655,7:06:28 PM
187,5111819,39211,3,Educational,American football games typically take place in a structure called what?,7:06:08 PM,B,Auditorium,FALSE,2446,7:06:28 PM
188,5111819,39211,3,Educational,American football games typically take place in a structure called what?,7:06:08 PM,C,Amphitheater,FALSE,871,7:06:28 PM
189,5111819,39212,4,Food & Drink,What is NOT one of the three ingredients in classic s'mores?,7:06:41 PM,A,Peanut butter,TRUE,761659,7:07:10 PM
190,5111819,39212,4,Food & Drink,What is NOT one of the three ingredients in classic s'mores?,7:06:41 PM,B,Graham cracker,FALSE,11800,7:07:10 PM
191,5111819,39212,4,Food & Drink,What is NOT one of the three ingredients in classic s'mores?,7:06:41 PM,C,Chocolate,FALSE,6941,7:07:10 PM
